PolyID,Vegetation Map Unit Name,Area_Acres,Percent_Herbaceous,Percent_Shrub,Percent_Tree,ET_mm,ConsumptiveUse_AF
1352,Tamarisk Woodland,111.1,53.71,39.08,7.21,1062.65,387.34
3384,Native Riparian Forest,6.93,30.65,7.90,61.46,1062.96,24.17
3289,Native Riparian Forest,1.56,62.75,11.38,25.87,1063.03,5.44
3226,Native Riparian Forest,9.47,68.97,21.73,9.30,1063.12,33.03
145,Salt Meadow/Dry Grassland,0.28,90.22,9.33,0.45,1063.45,0.98
3662,Native Riparian Forest,16.1,20.96,16.38,62.66,1063.79,56.19
3622,Native Riparian Forest,0.42,6.06,6.17,87.77,1063.8,1.47
5269,Wet Meadow,0.29,82.41,15.12,2.48,1064.23,1.01
4881,Salt Meadow/Dry Grassland,1.34,83.46,15.25,1.29,1064.55,4.68
8112,Mixed Russian Olive-Tamarisk Woodland and Scrub,9.18,7.69,13.44,78.87,1064.63,32.06
103,Native Riparian Forest,0.89,31.38,15.37,53.24,1064.7,3.11
4437,Salt Meadow/Dry Grassland,0.64,81.04,16.94,2.02,1064.79,2.24
4088,Native Riparian Forest,100.51,17.37,10.66,71.97,1064.85,351.14
5825,Tamarisk Woodland,2.15,33.60,48.01,18.39,1065.25,7.51
4019,Native Riparian Forest,4.46,25.81,7.27,66.92,1065.41,15.59
5944,Tamarisk Woodland,2.28,9.86,22.88,67.26,1065.44,7.97
6256,Russian Olive Woodland,1.24,29.48,32.86,37.65,1066.07,4.34
4305,Salt Meadow/Dry Grassland,0.38,94.83,5.17,0.00,1066.07,1.33
4463,Salt Meadow/Dry Grassland,0.56,83.01,12.40,4.59,1066.19,1.96
5053,Salt Meadow/Dry Grassland,0.72,80.57,18.64,0.79,1066.72,2.52
629,Salt Meadow/Dry Grassland,0.44,99.89,0.11,0.00,1066.77,1.54
4561,Salt Meadow/Dry Grassland,4.18,84.76,9.39,5.84,1066.9,14.63
5688,Tamarisk Woodland,3.91,60.70,38.54,0.76,1066.99,13.69
4690,Salt Meadow/Dry Grassland,0.43,74.07,9.00,16.92,1067.09,1.51
3295,Native Riparian Forest,0.55,74.48,5.82,19.70,1067.23,1.93
4546,Salt Meadow/Dry Grassland,1.47,79.21,11.28,9.51,1067.55,5.15
4107,Native Riparian Forest,1.43,13.49,29.93,56.58,1067.57,5.01
5240,Wet Meadow,7.56,84.53,10.56,4.91,1067.67,26.48
4423,Salt Meadow/Dry Grassland,1.55,87.70,11.99,0.30,1068.01,5.43
8025,Mixed Russian Olive-Tamarisk Woodland and Scrub,4.09,27.62,53.77,18.61,1068.47,14.34
1116,Wet Meadow,4.04,71.38,24.81,3.81,1068.47,14.16
6419,Russian Olive Woodland,0.49,9.49,44.24,46.26,1068.56,1.72
5961,Tamarisk Woodland,1.16,0.00,25.33,74.67,1068.59,4.07
1273,Tamarisk Woodland,94.09,14.67,80.06,5.27,1068.89,329.96
4608,Salt Meadow/Dry Grassland,0.25,83.72,2.24,14.04,1069.1,0.88
3835,Native Riparian Forest,1.9,14.44,15.83,69.72,1069.12,6.66
3284,Native Riparian Forest,1.85,61.70,13.84,24.47,1069.47,6.49
3232,Native Riparian Forest,1.19,59.84,22.57,17.59,1069.54,4.18
5965,Tamarisk Woodland,7.73,0.29,21.23,78.48,1069.59,27.13
1078,Salt Meadow/Dry Grassland,6.64,69.20,26.31,4.49,1069.74,23.3
2556,Dry Native Riparian Shrubland,82.31,71.08,28.75,0.17,1070.02,288.96
881,Wet Native Willow Shrubland,0.41,36.31,63.02,0.67,1070.13,1.44
5957,Tamarisk Woodland,0.36,0.00,34.24,65.76,1070.42,1.26
2486,Dry Native Riparian Shrubland,1.04,64.72,30.42,4.85,1070.81,3.65
306,Tamarisk Woodland,3.35,61.68,37.54,0.79,1070.91,11.77
4266,Salt Meadow/Dry Grassland,38.58,93.82,5.96,0.23,1071.15,135.58
4543,Salt Meadow/Dry Grassland,1.08,89.51,9.27,1.22,1071.42,3.8
290,Tamarisk Woodland,0.97,61.74,36.75,1.51,1071.59,3.41
6547,Russian Olive Woodland,0.82,8.54,40.22,51.24,1071.9,2.88
5145,Wet Meadow,0.59,86.30,6.60,7.10,1071.93,2.07
4937,Salt Meadow/Dry Grassland,1.97,77.91,8.66,13.43,1072.09,6.93
3260,Native Riparian Forest,5.12,71.99,14.67,13.34,1072.23,18.01
1247,Tamarisk Woodland,147.28,48.02,41.69,10.28,1072.48,518.22
5682,Tamarisk Woodland,141.85,62.87,37.00,0.13,1072.53,499.14
8009,Mixed Russian Olive-Tamarisk Woodland and Scrub,2.41,61.38,32.31,6.31,1072.58,8.48
4926,Salt Meadow/Dry Grassland,4.68,81.60,12.61,5.79,1072.64,16.47
4376,Salt Meadow/Dry Grassland,1.04,87.31,6.34,6.34,1073.1,3.66
763,Tamarisk Woodland,3.94,38.63,25.60,35.77,1073.13,13.87
1183,Tamarisk Woodland,16.34,72.72,26.32,0.96,1073.26,57.54
4072,Native Riparian Forest,3.64,46.12,14.20,39.68,1073.35,12.82
5955,Tamarisk Woodland,2.21,1.63,37.75,60.61,1073.5,7.78
6604,Russian Olive Woodland,5.95,67.89,24.69,7.42,1073.96,20.96
5709,Tamarisk Woodland,10.92,52.85,37.40,9.75,1074.44,38.49
4233,Native Riparian Forest,7.86,12.47,33.03,54.50,1074.8,27.72
5706,Tamarisk Woodland,15.66,63.56,29.05,7.39,1074.86,55.22
4777,Salt Meadow/Dry Grassland,0.52,71.56,7.79,20.64,1075.46,1.83
5928,Tamarisk Woodland,1.73,2.35,38.23,59.42,1075.5,6.1
3626,Native Riparian Forest,92.3,17.16,9.29,73.55,1075.73,325.75
969,Native Riparian Forest,5.83,68.58,20.25,11.16,1075.89,20.58
5395,Wet Meadow,24.54,91.08,8.14,0.77,1076.01,86.63
6234,Russian Olive Woodland,2.56,72.79,15.10,12.11,1076.04,9.04
5273,Wet Meadow,0.89,76.72,22.47,0.80,1076.12,3.14
3352,Native Riparian Forest,2.85,58.50,12.61,28.89,1076.13,10.06
5843,Tamarisk Woodland,20.27,36.56,44.63,18.82,1076.17,71.57
5471,Wet Meadow,31.7,91.97,6.89,1.14,1076.17,111.92
2475,Dry Native Riparian Shrubland,11.71,61.85,38.15,0.00,1076.2,41.35
5065,Salt Meadow/Dry Grassland,18.02,89.68,10.14,0.18,1076.34,63.63
1221,Tamarisk Woodland,11.18,35.27,64.51,0.22,1076.36,39.48
5950,Tamarisk Woodland,15.2,0.47,4.41,95.13,1076.4,53.68
5851,Tamarisk Woodland,1.43,44.28,37.70,18.02,1076.71,5.05
1229,Tamarisk Woodland,91.08,46.90,52.93,0.17,1076.99,321.82
3310,Native Riparian Forest,1.29,56.55,29.69,13.77,1077.44,4.56
3388,Native Riparian Forest,1.2,31.12,10.20,58.67,1077.47,4.24
5140,Wet Meadow,0.75,87.93,5.70,6.36,1077.49,2.65
5903,Tamarisk Woodland,2.75,21.76,76.18,2.06,1077.72,9.72
5672,Tamarisk Woodland,1.78,71.05,28.04,0.90,1077.79,6.29
4685,Salt Meadow/Dry Grassland,0.53,66.62,15.48,17.90,1077.82,1.87
3447,Native Riparian Forest,2.25,46.94,30.80,22.26,1078.02,7.96
3572,Native Riparian Forest,0.38,2.12,12.14,85.74,1078.02,1.34
4272,Salt Meadow/Dry Grassland,4.7,96.38,3.51,0.12,1078.46,16.63
5311,Wet Meadow,2.9,74.49,24.60,0.91,1078.55,10.26
3452,Native Riparian Forest,2.61,46.66,25.90,27.44,1078.95,9.24
6266,Russian Olive Woodland,2.34,28.43,32.37,39.20,1079.16,8.28
4024,Native Riparian Forest,5.76,40.53,10.89,48.57,1079.28,20.4
3951,Native Riparian Forest,68.8,60.26,25.18,14.56,1079.29,243.62
4280,Salt Meadow/Dry Grassland,1.49,96.71,3.23,0.07,1079.58,5.28
3755,Native Riparian Forest,2.96,12.55,17.04,70.41,1079.6,10.48
6185,Tamarisk Woodland,16.91,53.72,43.60,2.68,1079.7,59.9
5452,Wet Meadow,20.17,91.79,5.13,3.08,1079.78,71.45
3489,Native Riparian Forest,9.17,26.97,16.04,57.00,1079.85,32.49
942,Wet Native Willow Shrubland,1.46,55.44,42.29,2.28,1080.12,5.17
933,Wet Native Willow Shrubland,2.33,46.42,45.72,7.86,1080.17,8.26
3378,Native Riparian Forest,6.78,34.63,9.14,56.24,1080.3,24.03
6245,Russian Olive Woodland,3.37,50.17,34.11,15.71,1080.31,11.94
5415,Wet Meadow,6.95,86.05,10.36,3.59,1080.35,24.63
1092,Salt Meadow/Dry Grassland,3.6,75.17,17.19,7.64,1080.41,12.76
3173,Marsh/Wetland,2.07,85.92,13.39,0.69,1080.6,7.34
6603,Russian Olive Woodland,14.02,71.14,21.82,7.04,1080.64,49.71
4495,Salt Meadow/Dry Grassland,0.42,79.87,13.32,6.81,1080.87,1.49
5465,Wet Meadow,12.28,94.27,5.53,0.20,1080.92,43.55
5653,Tamarisk Woodland,0.95,78.25,19.44,2.31,1081.17,3.37
2956,Wet Native Willow Shrubland,2.2,5.65,86.72,7.63,1081.26,7.8
3636,Native Riparian Forest,7.04,22.68,12.00,65.32,1081.56,24.98
3191,Marsh/Wetland,0.52,98.39,1.61,0.00,1081.62,1.85
1253,Tamarisk Woodland,8.9,42.53,30.78,26.70,1081.91,31.59
5769,Tamarisk Woodland,0.51,35.99,59.12,4.89,1081.94,1.81
4431,Salt Meadow/Dry Grassland,1.53,82.67,16.57,0.76,1082.05,5.43
6246,Russian Olive Woodland,0.97,42.21,51.98,5.81,1082.14,3.44
4576,Salt Meadow/Dry Grassland,1.8,82.83,6.14,11.03,1082.41,6.39
5333,Wet Meadow,0.67,57.15,35.83,7.02,1082.58,2.38
1243,Tamarisk Woodland,25.58,34.12,50.90,14.98,1082.62,90.86
2501,Dry Native Riparian Shrubland,2.19,74.20,23.39,2.41,1082.65,7.78
1233,Tamarisk Woodland,5.51,48.95,43.89,7.16,1082.65,19.57
1098,Wet Meadow,41.47,92.64,7.12,0.23,1082.79,147.32
4462,Salt Meadow/Dry Grassland,2.15,89.88,8.37,1.75,1082.81,7.64
5670,Tamarisk Woodland,1.87,53.87,43.23,2.89,1082.95,6.64
1318,Tamarisk Woodland,29.92,16.00,56.16,27.84,1083.11,106.32
4464,Salt Meadow/Dry Grassland,1.43,82.25,11.11,6.65,1083.16,5.08
6497,Russian Olive Woodland,4.08,21.34,66.84,11.81,1083.29,14.5
971,Native Riparian Forest,11.62,70.04,16.82,13.14,1083.97,41.32
3008,Wet Native Willow Shrubland,0.44,22.67,66.50,10.83,1084.09,1.56
4577,Salt Meadow/Dry Grassland,3.26,79.62,5.43,14.96,1084.3,11.6
3642,Native Riparian Forest,157.2,12.59,10.64,76.77,1084.43,559.29
3081,Wet Native Willow Shrubland,8.69,2.76,12.05,85.19,1084.45,30.92
5111,Wet Meadow,5.83,90.86,8.01,1.13,1084.52,20.74
722,Tamarisk Woodland,14.25,51.92,40.90,7.18,1084.56,50.71
5272,Wet Meadow,0.71,80.07,19.93,0.00,1084.62,2.53
3942,Native Riparian Forest,0.91,51.72,26.79,21.48,1084.91,3.24
4579,Salt Meadow/Dry Grassland,0.55,80.77,8.53,10.70,1085.85,1.96
2613,Wet Native Willow Shrubland,0.31,59.63,31.73,8.63,1086.07,1.1
6546,Russian Olive Woodland,2.86,15.99,42.46,41.55,1086.18,10.19
6614,Russian Olive Woodland,2.55,37.70,35.05,27.25,1086.25,9.09
632,Salt Meadow/Dry Grassland,0.3,99.92,0.00,0.08,1086.26,1.07
4655,Salt Meadow/Dry Grassland,0.59,74.80,14.14,11.06,1086.42,2.1
4623,Salt Meadow/Dry Grassland,0.31,72.81,20.88,6.30,1086.54,1.11
3571,Native Riparian Forest,7.14,11.70,10.00,78.30,1087.4,25.47
5687,Tamarisk Woodland,12.43,59.54,39.38,1.08,1087.46,44.35
6195,Tamarisk Woodland,55.69,39.62,54.91,5.46,1087.7,198.73
976,Native Riparian Forest,1.5,37.06,12.26,50.67,1087.76,5.35
4637,Salt Meadow/Dry Grassland,0.28,71.38,23.02,5.60,1087.86,1
3039,Wet Native Willow Shrubland,0.3,5.76,47.90,46.34,1088.01,1.07
4425,Salt Meadow/Dry Grassland,2.32,83.10,13.29,3.61,1088.02,8.28
6263,Russian Olive Woodland,0.68,33.86,43.65,22.49,1088.13,2.43
2629,Wet Native Willow Shrubland,1.75,66.28,31.40,2.32,1088.18,6.25
5954,Tamarisk Woodland,0.59,0.00,38.43,61.57,1088.19,2.11
3299,Native Riparian Forest,0.84,59.57,10.76,29.67,1088.21,3
6289,Russian Olive Woodland,1.13,38.31,41.53,20.16,1088.23,4.03
940,Wet Native Willow Shrubland,1.2,82.48,3.60,13.91,1088.42,4.29
4629,Salt Meadow/Dry Grassland,0.29,72.95,24.68,2.37,1088.57,1.04
4430,Salt Meadow/Dry Grassland,4.01,75.25,17.39,7.36,1088.96,14.33
2966,Wet Native Willow Shrubland,0.3,16.67,79.68,3.65,1089.22,1.07
3666,Native Riparian Forest,64.57,12.41,25.30,62.29,1089.28,230.76
5763,Tamarisk Woodland,0.66,28.46,71.35,0.19,1089.69,2.36
2423,Dry Native Riparian Shrubland,1.92,83.32,16.68,0.00,1089.91,6.87
3371,Native Riparian Forest,7.71,43.12,8.68,48.20,1089.92,27.57
658,Wet Meadow,10.77,95.07,4.93,0.00,1090.15,38.52
3305,Native Riparian Forest,3.41,51.31,20.57,28.12,1090.17,12.2
765,Tamarisk Woodland,0.56,47.62,35.79,16.59,1090.6,2
5805,Tamarisk Woodland,40.36,38.64,57.50,3.86,1090.6,144.41
4626,Salt Meadow/Dry Grassland,0.52,74.77,17.31,7.92,1090.89,1.86
5495,Wet Meadow,15.38,71.21,25.42,3.37,1090.93,55.05
6188,Tamarisk Woodland,6.2,67.14,30.94,1.92,1091.21,22.2
3265,Native Riparian Forest,2.05,63.76,21.04,15.21,1091.25,7.34
3297,Native Riparian Forest,1.41,56.51,28.01,15.48,1091.39,5.05
3827,Native Riparian Forest,0.4,8.00,14.90,77.11,1091.46,1.43
1217,Tamarisk Woodland,2.03,45.59,47.80,6.61,1091.76,7.27
4620,Salt Meadow/Dry Grassland,0.52,71.87,28.09,0.05,1091.84,1.86
5299,Wet Meadow,0.93,86.10,11.46,2.45,1091.99,3.33
3114,Wet Native Willow Shrubland,1.19,46.00,50.86,3.14,1092,4.26
6416,Russian Olive Woodland,0.51,0.10,26.46,73.44,1092.04,1.83
5308,Wet Meadow,1.14,83.33,5.40,11.26,1092.04,4.08
6545,Russian Olive Woodland,4.87,17.83,36.83,45.35,1092.14,17.45
3847,Native Riparian Forest,2.58,14.77,31.24,53.99,1092.15,9.24
6505,Russian Olive Woodland,0.38,18.30,67.95,13.74,1092.28,1.36
3386,Native Riparian Forest,11.01,25.27,10.29,64.44,1092.43,39.46
4090,Native Riparian Forest,6.05,21.11,12.22,66.67,1092.5,21.69
4582,Salt Meadow/Dry Grassland,0.28,76.64,8.92,14.44,1092.56,1
2445,Dry Native Riparian Shrubland,2.03,84.18,15.22,0.60,1092.61,7.28
5809,Tamarisk Woodland,0.42,48.06,49.85,2.08,1093.49,1.51
4441,Salt Meadow/Dry Grassland,0.39,79.95,15.58,4.47,1093.5,1.4
6178,Tamarisk Woodland,7.81,72.59,27.29,0.12,1093.63,28.02
5266,Wet Meadow,1.49,82.19,13.26,4.56,1093.71,5.35
4301,Salt Meadow/Dry Grassland,2.72,92.09,7.80,0.11,1093.79,9.76
6279,Russian Olive Woodland,0.35,30.40,51.03,18.57,1094.42,1.26
3168,Marsh/Wetland,1.62,82.74,10.68,6.58,1094.91,5.82
4793,Salt Meadow/Dry Grassland,5.18,95.94,3.98,0.08,1095.02,18.61
188,Salt Meadow/Dry Grassland,0.88,87.22,12.78,0.00,1095.18,3.16
2621,Wet Native Willow Shrubland,3.36,68.92,28.38,2.70,1095.29,12.07
985,Native Riparian Forest,15.08,47.65,24.61,27.74,1095.79,54.21
3869,Native Riparian Forest,0.46,9.65,43.64,46.71,1096.1,1.65
1103,Wet Meadow,1.56,93.58,5.66,0.76,1096.13,5.61
1122,Wet Meadow,5.25,49.96,41.44,8.60,1096.15,18.88
4978,Salt Meadow/Dry Grassland,11.13,59.38,18.46,22.16,1096.26,40.03
1295,Tamarisk Woodland,16.36,12.95,54.04,33.01,1096.78,58.87
6611,Russian Olive Woodland,3.24,48.15,49.54,2.31,1096.93,11.66
2467,Dry Native Riparian Shrubland,1.04,80.19,12.39,7.42,1096.95,3.74
6580,Russian Olive Woodland,18.35,24.90,35.05,40.05,1096.98,66.04
4189,Native Riparian Forest,2.94,26.84,32.62,40.54,1097.1,10.58
3056,Wet Native Willow Shrubland,1.4,8.85,77.74,13.41,1097.18,5.04
928,Wet Native Willow Shrubland,2.93,71.50,22.09,6.41,1097.29,10.55
766,Tamarisk Woodland,8.19,40.49,48.18,11.33,1097.33,29.49
3205,Marsh/Wetland,34.13,95.35,4.20,0.46,1097.69,122.91
3927,Native Riparian Forest,1.82,76.74,11.53,11.73,1097.74,6.55
3593,Native Riparian Forest,4.29,15.97,12.98,71.04,1097.78,15.45
5887,Tamarisk Woodland,0.58,1.10,94.72,4.18,1097.82,2.09
3958,Native Riparian Forest,2.98,54.46,15.80,29.73,1098,10.74
1264,Tamarisk Woodland,5.29,43.84,32.58,23.58,1098.09,19.06
2967,Wet Native Willow Shrubland,0.59,5.78,84.89,9.32,1098.24,2.13
6286,Russian Olive Woodland,1.68,33.88,51.56,14.56,1098.25,6.05
6258,Russian Olive Woodland,1.56,27.12,42.05,30.83,1098.7,5.62
1324,Tamarisk Woodland,16.29,7.13,74.41,18.46,1099.06,58.74
2533,Dry Native Riparian Shrubland,12.16,88.81,8.24,2.95,1099.17,43.85
4630,Salt Meadow/Dry Grassland,0.58,73.14,18.18,8.68,1099.4,2.09
3296,Native Riparian Forest,0.7,70.78,11.02,18.21,1099.45,2.52
3631,Native Riparian Forest,120.42,20.18,6.21,73.62,1100.04,434.6
2500,Dry Native Riparian Shrubland,1.63,69.75,27.38,2.87,1100.21,5.88
622,Native Riparian Forest,1.04,26.15,9.53,64.33,1100.34,3.75
4932,Salt Meadow/Dry Grassland,0.35,85.73,3.35,10.91,1100.36,1.26
2455,Dry Native Riparian Shrubland,2.07,75.40,22.10,2.50,1101.33,7.48
3450,Native Riparian Forest,0.51,32.18,33.96,33.86,1101.34,1.84
3377,Native Riparian Forest,3.47,28.80,15.80,55.41,1101.6,12.54
3251,Native Riparian Forest,5.61,52.90,35.91,11.19,1101.71,20.28
3127,Wet Native Willow Shrubland,3.27,14.46,73.64,11.90,1102.09,11.82
1285,Tamarisk Woodland,18.41,5.15,51.05,43.80,1102.19,66.57
2431,Dry Native Riparian Shrubland,0.45,81.56,15.85,2.59,1102.55,1.63
5796,Tamarisk Woodland,4.55,41.08,57.97,0.96,1102.86,16.46
3706,Native Riparian Forest,1.27,4.02,13.18,82.81,1103.04,4.6
6584,Russian Olive Woodland,12.41,86.22,9.77,4.01,1103.19,44.92
4313,Salt Meadow/Dry Grassland,0.41,91.18,3.99,4.83,1103.33,1.48
5467,Wet Meadow,201.1,92.92,6.24,0.84,1103.39,727.99
6045,Tamarisk Woodland,9.94,17.13,41.64,41.23,1103.45,35.99
4438,Salt Meadow/Dry Grassland,1.26,86.73,12.71,0.57,1103.73,4.56
2481,Dry Native Riparian Shrubland,1.78,62.01,35.03,2.96,1103.82,6.45
5705,Tamarisk Woodland,6.46,66.20,27.06,6.73,1104,23.4
4001,Native Riparian Forest,0.88,32.01,13.88,54.11,1104.23,3.19
5073,Salt Meadow/Dry Grassland,1.45,74.71,22.44,2.84,1104.31,5.25
348,Tamarisk Woodland,4.08,39.33,56.91,3.76,1104.35,14.78
4618,Salt Meadow/Dry Grassland,2.05,72.06,26.89,1.05,1104.37,7.43
6210,Tamarisk Woodland,5.86,1.85,64.72,33.43,1104.62,21.24
3959,Native Riparian Forest,12.24,63.98,21.33,14.69,1104.68,44.36
5287,Wet Meadow,0.36,88.26,11.74,0.00,1104.98,1.31
5959,Tamarisk Woodland,0.9,0.00,39.07,60.93,1105.13,3.26
5284,Wet Meadow,1.03,75.38,21.50,3.11,1105.5,3.74
1279,Tamarisk Woodland,3.75,12.49,57.44,30.06,1105.54,13.6
5365,Wet Meadow,0.57,66.97,12.49,20.54,1105.54,2.07
3490,Native Riparian Forest,3.63,37.63,26.88,35.49,1105.82,13.17
5883,Tamarisk Woodland,276.94,19.27,76.55,4.17,1105.84,1004.76
6442,Russian Olive Woodland,0.75,18.07,47.12,34.82,1105.89,2.72
6228,Russian Olive Woodland,2.78,59.08,31.66,9.26,1105.97,10.09
3620,Native Riparian Forest,0.69,8.23,4.75,87.02,1106.14,2.5
4202,Native Riparian Forest,6.57,46.49,11.45,42.05,1106.29,23.85
6196,Tamarisk Woodland,10.69,43.20,53.77,3.03,1106.31,38.8
3560,Native Riparian Forest,0.48,2.18,7.68,90.13,1106.38,1.74
3643,Native Riparian Forest,102.27,16.45,9.12,74.42,1106.97,371.42
3055,Wet Native Willow Shrubland,2.77,9.01,79.26,11.73,1107.44,10.06
4549,Salt Meadow/Dry Grassland,1.51,81.74,13.40,4.87,1107.54,5.49
1177,Tamarisk Woodland,30.78,52.85,44.22,2.93,1107.67,111.86
6204,Tamarisk Woodland,111.93,5.61,48.83,45.55,1107.86,406.83
3194,Marsh/Wetland,31.02,96.12,3.67,0.21,1108.1,112.77
1320,Tamarisk Woodland,5.77,4.75,15.92,79.33,1108.2,20.98
3710,Native Riparian Forest,0.48,2.92,20.01,77.07,1109.14,1.75
3644,Native Riparian Forest,13.18,16.51,13.60,69.89,1109.18,47.96
2426,Dry Native Riparian Shrubland,6.99,82.48,16.25,1.27,1109.29,25.44
5857,Tamarisk Woodland,1.5,32.36,31.90,35.74,1109.42,5.46
3212,Marsh/Wetland,3.84,61.06,30.05,8.89,1109.52,13.98
4409,Salt Meadow/Dry Grassland,1.88,84.09,15.82,0.09,1109.74,6.84
5980,Tamarisk Woodland,7.24,2.50,41.75,55.75,1109.77,26.36
3630,Native Riparian Forest,10.71,21.47,9.42,69.11,1109.89,39
1277,Tamarisk Woodland,31.54,20.15,63.19,16.66,1109.9,114.85
5283,Wet Meadow,0.31,83.43,13.10,3.48,1110.28,1.13
1319,Tamarisk Woodland,1.16,16.38,34.74,48.87,1110.42,4.23
4271,Salt Meadow/Dry Grassland,12.39,92.25,7.74,0.01,1110.5,45.14
4093,Native Riparian Forest,188.68,17.31,12.93,69.76,1110.56,687.47
3816,Native Riparian Forest,0.62,21.03,40.10,38.87,1110.61,2.26
2458,Dry Native Riparian Shrubland,0.85,79.61,19.66,0.73,1110.69,3.1
5894,Tamarisk Woodland,10.86,3.92,87.01,9.07,1110.8,39.58
1315,Tamarisk Woodland,12.8,17.94,54.73,27.33,1110.81,46.65
8079,Mixed Russian Olive-Tamarisk Woodland and Scrub,4.48,4.60,55.28,40.12,1111.18,16.33
1313,Tamarisk Woodland,9.1,18.26,60.90,20.84,1111.19,33.18
5321,Wet Meadow,3.74,72.86,18.98,8.16,1111.22,13.64
6102,Tamarisk Woodland,21.97,94.16,3.94,1.90,1111.41,80.11
3998,Native Riparian Forest,3.19,27.43,15.62,56.94,1111.75,11.64
2456,Dry Native Riparian Shrubland,0.9,84.98,12.27,2.75,1111.87,3.28
4215,Native Riparian Forest,3.64,44.34,28.86,26.80,1112.11,13.28
5233,Wet Meadow,7.57,86.41,12.30,1.29,1112.18,27.62
5849,Tamarisk Woodland,5.15,36.11,52.34,11.55,1112.2,18.79
5330,Wet Meadow,2.8,61.47,29.74,8.79,1112.57,10.22
5156,Wet Meadow,1.88,81.93,13.50,4.58,1112.59,6.86
5832,Tamarisk Woodland,0.36,45.58,9.86,44.56,1112.76,1.31
6205,Tamarisk Woodland,6.6,5.57,69.83,24.61,1112.89,24.1
3355,Native Riparian Forest,2.02,53.88,21.70,24.42,1113.16,7.38
5717,Tamarisk Woodland,7.52,66.83,32.75,0.41,1113.53,27.47
6243,Russian Olive Woodland,7.72,58.89,30.90,10.21,1113.61,28.21
2655,Wet Native Willow Shrubland,3.92,39.46,53.34,7.20,1114.16,14.33
6209,Tamarisk Woodland,1.71,11.31,56.81,31.88,1114.51,6.25
4419,Salt Meadow/Dry Grassland,6.49,80.62,17.40,1.97,1114.73,23.74
4279,Salt Meadow/Dry Grassland,5.44,93.12,3.19,3.70,1114.9,19.9
3518,Native Riparian Forest,0.35,33.68,18.59,47.73,1115.03,1.28
3609,Native Riparian Forest,4.59,10.53,13.18,76.29,1115.17,16.79
6046,Tamarisk Woodland,0.62,14.12,36.38,49.51,1115.25,2.27
4368,Salt Meadow/Dry Grassland,0.4,84.64,6.12,9.24,1115.33,1.46
973,Native Riparian Forest,3.16,65.33,17.73,16.94,1115.34,11.56
5837,Tamarisk Woodland,0.52,48.25,37.50,14.25,1115.79,1.9
6297,Russian Olive Woodland,0.28,20.76,74.67,4.57,1116,1.03
3727,Native Riparian Forest,0.65,22.22,18.48,59.30,1116.35,2.38
3574,Native Riparian Forest,0.74,15.85,10.32,73.83,1116.37,2.71
4314,Salt Meadow/Dry Grassland,1,91.15,7.65,1.19,1116.86,3.66
1348,Tamarisk Woodland,173.79,76.25,21.63,2.13,1117.15,636.97
5122,Wet Meadow,0.48,94.60,5.40,0.00,1117.25,1.76
3641,Native Riparian Forest,19.26,11.47,9.76,78.77,1117.47,70.61
3645,Native Riparian Forest,62.12,12.16,10.03,77.81,1117.69,227.79
2729,Wet Native Willow Shrubland,1.47,38.34,55.25,6.40,1117.82,5.39
4586,Salt Meadow/Dry Grassland,1.5,75.65,9.77,14.58,1117.89,5.5
5956,Tamarisk Woodland,0.87,0.23,63.80,35.97,1117.9,3.19
5264,Wet Meadow,1.1,88.91,10.48,0.61,1117.9,4.03
3486,Native Riparian Forest,3.46,46.21,26.69,27.10,1118.03,12.69
6111,Tamarisk Woodland,0.68,57.54,37.52,4.94,1118.06,2.49
182,Salt Meadow/Dry Grassland,6.3,81.72,16.92,1.37,1118.11,23.11
3840,Native Riparian Forest,0.52,2.01,37.02,60.97,1118.14,1.91
3615,Native Riparian Forest,0.6,6.99,10.29,82.72,1118.19,2.2
5852,Tamarisk Woodland,3.78,43.71,41.38,14.91,1118.25,13.87
5236,Wet Meadow,0.46,77.29,16.43,6.28,1118.62,1.69
3625,Native Riparian Forest,183.2,13.68,8.96,77.36,1118.77,672.44
4639,Salt Meadow/Dry Grassland,1.08,74.28,20.26,5.47,1118.94,3.96
1326,Tamarisk Woodland,31.58,24.33,51.89,23.78,1119.55,116
2425,Dry Native Riparian Shrubland,2.56,77.52,21.09,1.39,1119.75,9.4
941,Wet Native Willow Shrubland,1.91,54.80,34.92,10.28,1119.77,7.02
5227,Wet Meadow,3.78,84.64,14.51,0.85,1119.85,13.89
5176,Wet Meadow,2.27,77.83,15.36,6.81,1120.25,8.34
6631,Russian Olive Woodland,0.61,7.85,30.43,61.71,1120.46,2.24
8139,Mixed Russian Olive-Tamarisk Woodland and Scrub,5.04,10.24,47.57,42.19,1120.75,18.53
4480,Salt Meadow/Dry Grassland,0.38,82.29,13.92,3.79,1120.9,1.4
3379,Native Riparian Forest,7.52,32.25,12.03,55.73,1121.09,27.66
4559,Salt Meadow/Dry Grassland,1.45,82.46,14.59,2.95,1121.09,5.33
5801,Tamarisk Woodland,7.11,47.74,46.41,5.84,1121.12,26.15
281,Tamarisk Woodland,0.99,53.24,41.94,4.82,1122.03,3.64
6154,Tamarisk Woodland,5.57,13.20,43.74,43.07,1122.07,20.5
2469,Dry Native Riparian Shrubland,1.64,77.07,11.31,11.62,1122.14,6.04
6039,Tamarisk Woodland,2.75,9.54,56.49,33.97,1122.41,10.13
