PolyID,Vegetation Map Unit Name,Area_Acres,Percent_Herbaceous,Percent_Shrub,Percent_Tree,ET_mm,ConsumptiveUse_AF
88,Native Riparian Forest,0.89,53.50,11.49,35.01,715.21,2.09
4167,Native Riparian Forest,1.82,64.28,10.35,25.37,715.43,4.27
4862,Salt Meadow/Dry Grassland,2.01,86.55,5.65,7.80,715.59,4.72
6200,Tamarisk Woodland,0.58,45.35,42.57,12.08,716.09,1.36
3328,Native Riparian Forest,4.45,61.04,16.66,22.30,716.2,10.46
4953,Salt Meadow/Dry Grassland,0.64,85.62,4.15,10.23,716.34,1.5
3338,Native Riparian Forest,0.76,53.01,18.96,28.02,716.46,1.79
3969,Native Riparian Forest,4.61,63.92,16.01,20.07,716.54,10.84
4939,Salt Meadow/Dry Grassland,1.69,84.33,4.74,10.93,716.56,3.97
3849,Native Riparian Forest,1.09,20.83,11.43,67.74,716.71,2.56
2993,Wet Native Willow Shrubland,0.76,21.60,75.82,2.58,717.22,1.79
4165,Native Riparian Forest,8.42,65.53,9.99,24.49,717.23,19.81
3103,Wet Native Willow Shrubland,1.21,57.13,42.28,0.59,717.43,2.85
3520,Native Riparian Forest,1.25,28.87,20.91,50.22,717.7,2.94
3896,Native Riparian Forest,8.08,21.10,7.99,70.91,718.17,19.04
5399,Wet Meadow,13.45,90.49,5.63,3.88,718.51,31.71
5345,Wet Meadow,2.15,70.95,19.72,9.33,719.22,5.07
4186,Native Riparian Forest,0.55,48.52,29.61,21.86,719.61,1.3
2641,Wet Native Willow Shrubland,1.06,68.68,30.87,0.44,719.81,2.5
6583,Russian Olive Woodland,0.99,80.62,17.03,2.35,720.16,2.34
6612,Russian Olive Woodland,0.55,35.28,51.77,12.95,720.18,1.3
4095,Native Riparian Forest,8.65,22.13,6.87,71.00,720.54,20.45
4964,Salt Meadow/Dry Grassland,1.17,82.40,2.44,15.16,721.21,2.77
137,Salt Meadow/Dry Grassland,11.56,90.85,8.54,0.62,721.41,27.36
4127,Native Riparian Forest,27.07,96.28,3.70,0.02,721.45,64.07
4059,Native Riparian Forest,2.47,40.42,6.88,52.70,721.75,5.85
3314,Native Riparian Forest,1.54,62.15,27.27,10.58,722.11,3.65
4149,Native Riparian Forest,44.27,68.19,10.78,21.03,722.16,104.89
4604,Salt Meadow/Dry Grassland,1.33,75.09,5.98,18.93,722.34,3.15
5878,Tamarisk Woodland,0.39,48.54,8.04,43.42,722.44,0.92
2646,Wet Native Willow Shrubland,1.47,73.08,26.92,0.00,722.89,3.49
3494,Native Riparian Forest,0.6,35.10,10.04,54.86,723.12,1.42
5044,Salt Meadow/Dry Grassland,9.08,89.41,10.03,0.56,723.16,21.54
4856,Salt Meadow/Dry Grassland,2.37,86.29,6.07,7.64,723.51,5.63
2803,Wet Native Willow Shrubland,19.93,45.25,47.48,7.26,723.93,47.34
3678,Native Riparian Forest,26.97,10.17,4.60,85.22,723.97,64.06
6177,Tamarisk Woodland,28.35,76.49,19.14,4.37,723.97,67.34
4060,Native Riparian Forest,8.13,32.43,7.41,60.16,723.98,19.31
1292,Tamarisk Woodland,2.33,24.34,57.92,17.74,724.09,5.54
357,Tamarisk Woodland,0.98,31.48,56.26,12.26,724.26,2.33
657,Wet Meadow,4.56,98.26,1.54,0.20,724.33,10.84
4843,Salt Meadow/Dry Grassland,9.69,91.84,6.82,1.34,724.35,23.03
3325,Native Riparian Forest,4.27,64.66,13.32,22.02,725.56,10.16
4799,Salt Meadow/Dry Grassland,18,95.22,4.73,0.05,725.88,42.87
112,Native Riparian Forest,1.56,18.27,8.78,72.96,725.94,3.72
4870,Salt Meadow/Dry Grassland,1.16,80.74,9.34,9.92,725.95,2.76
4131,Native Riparian Forest,16.01,78.50,12.99,8.52,726.12,38.14
1027,Salt Meadow/Dry Grassland,5.43,92.48,4.22,3.29,726.43,12.94
4770,Salt Meadow/Dry Grassland,2.37,79.59,8.38,12.04,727.05,5.65
4223,Native Riparian Forest,0.48,21.45,2.37,76.18,727.3,1.15
4501,Salt Meadow/Dry Grassland,0.34,87.74,8.75,3.51,727.62,0.81
3667,Native Riparian Forest,1.75,24.10,17.76,58.13,727.8,4.18
5077,Wet Meadow,18.82,94.83,1.63,3.55,727.86,44.94
4872,Salt Meadow/Dry Grassland,2.04,82.70,14.24,3.06,728.15,4.87
4612,Salt Meadow/Dry Grassland,1.55,77.27,8.45,14.28,728.21,3.7
4831,Salt Meadow/Dry Grassland,0.61,90.92,6.69,2.39,728.68,1.46
2632,Wet Native Willow Shrubland,3.73,74.10,22.69,3.21,728.68,8.92
4895,Salt Meadow/Dry Grassland,2.21,75.83,14.85,9.32,728.72,5.28
5019,Salt Meadow/Dry Grassland,3.66,95.20,4.60,0.20,728.98,8.75
4158,Native Riparian Forest,45.51,58.19,18.88,22.93,729.15,108.87
741,Tamarisk Woodland,0.9,42.29,57.68,0.03,729.4,2.15
5934,Tamarisk Woodland,1.3,8.04,75.10,16.87,729.6,3.11
1141,Tamarisk Woodland,7.99,78.36,20.92,0.72,729.75,19.13
153,Salt Meadow/Dry Grassland,2,92.52,7.48,0.00,729.91,4.79
4909,Salt Meadow/Dry Grassland,0.85,85.68,10.51,3.81,730.11,2.04
40,Dry Native Riparian Shrubland,12.75,86.11,13.06,0.83,730.26,30.55
6627,Russian Olive Woodland,0.31,12.08,73.91,14.01,730.43,0.74
3542,Native Riparian Forest,8.31,45.04,6.74,48.22,730.67,19.92
4602,Salt Meadow/Dry Grassland,1.14,77.86,7.05,15.08,730.68,2.73
3863,Native Riparian Forest,0.48,23.51,8.38,68.11,731.36,1.15
1173,Tamarisk Woodland,134.85,65.42,29.51,5.07,731.9,323.81
6098,Tamarisk Woodland,14.52,6.93,89.78,3.29,732.03,34.87
143,Salt Meadow/Dry Grassland,8.6,92.90,7.10,0.00,732.15,20.66
340,Tamarisk Woodland,1.05,42.87,55.29,1.84,732.67,2.52
3843,Native Riparian Forest,0.6,18.14,14.83,67.03,733.69,1.44
3514,Native Riparian Forest,7.15,34.71,28.43,36.86,733.89,17.22
4508,Salt Meadow/Dry Grassland,2.31,87.16,10.08,2.76,735.19,5.57
5037,Salt Meadow/Dry Grassland,4.74,94.88,5.00,0.13,735.87,11.44
202,Salt Meadow/Dry Grassland,21.13,84.21,15.18,0.61,735.91,51.02
5124,Wet Meadow,3.21,95.07,3.31,1.62,735.99,7.75
1035,Salt Meadow/Dry Grassland,9.52,83.67,14.01,2.33,736.1,22.99
4647,Salt Meadow/Dry Grassland,0.5,65.55,2.60,31.84,736.77,1.21
4772,Salt Meadow/Dry Grassland,3.4,83.36,3.34,13.30,736.99,8.22
4217,Native Riparian Forest,24.08,31.55,12.25,56.20,737.14,58.24
406,Tamarisk Woodland,5.27,15.78,32.87,51.35,737.34,12.75
3394,Native Riparian Forest,0.57,32.81,8.91,58.28,737.82,1.38
4958,Salt Meadow/Dry Grassland,4,80.47,4.14,15.39,738.42,9.69
2817,Wet Native Willow Shrubland,4.94,41.97,52.25,5.78,738.53,11.97
6172,Tamarisk Woodland,3.22,89.51,10.49,0.00,738.8,7.8
1119,Wet Meadow,9.96,72.59,15.74,11.67,738.82,24.14
598,Dry Native Riparian Shrubland,37,67.44,29.83,2.73,738.89,89.7
4132,Native Riparian Forest,52.39,81.42,5.32,13.27,739.02,127.03
4892,Salt Meadow/Dry Grassland,1.44,86.73,7.87,5.40,739.1,3.49
47,Dry Native Riparian Shrubland,3.94,76.19,21.24,2.58,739.27,9.56
3962,Native Riparian Forest,10.54,51.77,17.43,30.80,739.45,25.57
4143,Native Riparian Forest,4.02,68.58,18.05,13.37,740.31,9.76
4100,Native Riparian Forest,5.13,24.41,4.45,71.13,740.39,12.46
4150,Native Riparian Forest,34.19,57.15,25.83,17.02,740.4,83.05
4957,Salt Meadow/Dry Grassland,0.86,80.64,5.07,14.29,740.53,2.09
641,Salt Meadow/Dry Grassland,0.36,99.59,0.41,0.00,740.94,0.88
3901,Native Riparian Forest,24.5,51.76,6.60,41.64,741.15,59.57
1059,Salt Meadow/Dry Grassland,21.95,79.70,15.85,4.45,741.57,53.4
6264,Russian Olive Woodland,1,41.19,27.00,31.81,741.94,2.43
4875,Salt Meadow/Dry Grassland,58.62,93.97,11.46,5.61,742.19,142.74
77,Dry Native Riparian Shrubland,7.99,44.12,55.81,0.07,742.39,19.46
4230,Native Riparian Forest,0.33,7.63,74.07,18.30,742.51,0.8
94,Native Riparian Forest,2.11,28.48,12.84,58.68,742.54,5.14
3915,Native Riparian Forest,2.03,19.98,5.60,74.42,742.57,4.95
3991,Native Riparian Forest,2.37,46.66,16.18,37.16,742.66,5.77
4203,Native Riparian Forest,9.19,35.97,30.56,33.47,742.66,22.39
3064,Wet Native Willow Shrubland,1.8,12.97,45.71,41.32,742.7,4.39
3676,Native Riparian Forest,12.05,13.69,9.97,76.34,743.14,29.38
4893,Salt Meadow/Dry Grassland,1.13,87.79,11.13,1.08,743.23,2.76
1174,Tamarisk Woodland,15.17,67.11,31.44,1.45,743.56,37.01
4321,Salt Meadow/Dry Grassland,0.3,93.92,6.08,0.00,743.73,0.73
258,Tamarisk Woodland,390.34,82.69,16.88,0.42,744.14,952.98
2990,Wet Native Willow Shrubland,1.2,24.66,67.85,7.49,744.23,2.93
685,Tamarisk Woodland,0.87,99.63,0.25,0.11,744.25,2.12
4725,Salt Meadow/Dry Grassland,0.76,95.50,2.90,1.60,744.39,1.86
4293,Salt Meadow/Dry Grassland,0.63,92.05,7.91,0.04,744.48,1.54
6575,Russian Olive Woodland,2.14,40.70,32.88,26.42,744.5,5.23
1289,Tamarisk Woodland,0.85,18.88,53.05,28.07,744.86,2.08
5660,Tamarisk Woodland,0.36,80.32,19.68,0.00,744.93,0.88
958,Native Riparian Forest,17.99,87.93,6.92,5.15,745.12,43.98
5480,Wet Meadow,49.51,79.30,19.52,4.74,745.15,121.04
3524,Native Riparian Forest,41.02,38.87,33.62,27.51,745.7,100.36
3353,Native Riparian Forest,3.3,51.97,7.73,40.30,746.17,8.08
5025,Salt Meadow/Dry Grassland,8.52,92.59,6.64,0.77,746.18,20.86
4609,Salt Meadow/Dry Grassland,0.66,79.60,3.85,16.55,746.29,1.62
3510,Native Riparian Forest,0.43,36.45,18.59,44.95,747.06,1.05
665,Wet Meadow,2.68,99.59,0.38,0.03,747.06,6.57
6559,Russian Olive Woodland,0.79,20.44,19.07,60.49,747.14,1.94
5669,Tamarisk Woodland,7.08,54.91,40.98,4.11,747.19,17.36
335,Tamarisk Woodland,0.43,47.59,49.71,2.69,747.49,1.05
5052,Salt Meadow/Dry Grassland,60.5,83.58,11.85,4.57,747.83,148.44
4420,Salt Meadow/Dry Grassland,4.23,80.58,19.42,0.00,748.14,10.38
4840,Salt Meadow/Dry Grassland,0.87,92.82,7.18,0.00,748.16,2.14
1193,Tamarisk Woodland,20.2,69.23,25.68,5.09,748.23,49.59
2410,Dry Native Riparian Shrubland,19.09,90.93,8.86,0.21,748.65,46.89
1051,Salt Meadow/Dry Grassland,27.65,87.37,8.27,4.36,748.7,67.92
325,Tamarisk Woodland,2.87,26.87,72.51,0.62,748.7,7.05
4287,Salt Meadow/Dry Grassland,20.42,96.17,3.81,0.02,749.11,50.19
3903,Native Riparian Forest,0.57,45.97,11.04,42.99,749.23,1.4
260,Tamarisk Woodland,0.39,88.73,11.27,0.00,749.28,0.96
4762,Salt Meadow/Dry Grassland,1.9,89.33,10.63,0.04,749.33,4.67
1045,Salt Meadow/Dry Grassland,0.29,80.65,17.09,2.26,749.67,0.71
4955,Salt Meadow/Dry Grassland,0.63,82.03,7.09,10.88,749.68,1.55
2536,Dry Native Riparian Shrubland,0.69,86.71,12.58,0.72,749.9,1.7
6114,Tamarisk Woodland,3.9,75.00,22.87,2.14,749.92,9.6
4101,Native Riparian Forest,1.29,17.24,10.43,72.32,749.93,3.17
4766,Salt Meadow/Dry Grassland,0.46,84.82,1.54,13.63,749.98,1.13
1338,Tamarisk Woodland,10.96,48.63,44.51,6.87,750.38,26.98
4947,Salt Meadow/Dry Grassland,0.47,80.16,4.44,15.40,750.41,1.16
1336,Tamarisk Woodland,16.81,58.75,19.94,21.31,750.57,41.39
6179,Tamarisk Woodland,9.31,71.07,28.62,0.31,751.03,22.94
257,Tamarisk Woodland,1.55,84.56,15.44,0.00,751.08,3.82
1109,Wet Meadow,4.28,83.64,16.01,0.35,751.31,10.55
3914,Native Riparian Forest,5.63,15.55,6.22,78.23,751.43,13.88
5762,Tamarisk Woodland,69.07,42.89,52.87,4.24,751.53,170.3
773,Tamarisk Woodland,6.65,21.59,75.15,3.25,752.14,16.41
1046,Salt Meadow/Dry Grassland,0.59,77.19,21.17,1.64,752.42,1.46
5652,Tamarisk Woodland,32.59,75.34,22.79,1.87,752.49,80.46
1242,Tamarisk Woodland,1.22,41.69,44.48,13.83,752.51,3.01
5012,Salt Meadow/Dry Grassland,1.92,90.65,7.50,1.86,752.54,4.74
4539,Salt Meadow/Dry Grassland,0.26,81.84,12.92,5.24,753,0.64
6581,Russian Olive Woodland,4.79,14.69,41.31,44.01,753.25,11.84
2516,Dry Native Riparian Shrubland,2.83,69.70,19.98,10.32,753.38,6.99
4613,Salt Meadow/Dry Grassland,0.38,83.40,4.71,11.90,753.62,0.94
2808,Wet Native Willow Shrubland,0.39,28.12,71.25,0.63,753.64,0.96
1290,Tamarisk Woodland,0.43,6.22,32.99,60.79,753.65,1.06
4406,Salt Meadow/Dry Grassland,0.27,79.02,20.61,0.37,754.39,0.67
5401,Wet Meadow,2.66,90.77,8.18,1.05,755.46,6.59
4635,Salt Meadow/Dry Grassland,3.77,73.87,25.94,0.18,755.69,9.35
1249,Tamarisk Woodland,2.69,27.10,47.35,25.55,755.7,6.67
961,Native Riparian Forest,5.7,62.88,24.58,12.54,755.76,14.13
4067,Native Riparian Forest,4,39.56,18.07,42.37,755.85,9.92
568,Native Riparian Forest,90.37,64.05,13.10,22.85,755.97,224.14
3322,Native Riparian Forest,3.91,51.92,19.70,28.38,756.22,9.7
3320,Native Riparian Forest,2.22,72.31,15.71,11.98,756.23,5.51
1170,Tamarisk Woodland,1.82,54.41,36.26,9.33,756.59,4.52
1111,Wet Meadow,17.99,82.17,14.84,2.99,756.95,44.68
4535,Salt Meadow/Dry Grassland,5.74,83.31,9.99,6.70,757.01,14.26
4884,Salt Meadow/Dry Grassland,15.75,85.23,9.24,5.52,757.17,39.13
31,Dry Native Riparian Shrubland,24.21,86.38,13.61,0.01,757.34,60.15
3290,Native Riparian Forest,10.58,65.32,8.71,25.97,757.36,26.29
4069,Native Riparian Forest,71.43,31.23,14.60,54.18,757.97,177.63
2505,Dry Native Riparian Shrubland,2.49,72.96,23.36,3.67,758,6.19
4832,Salt Meadow/Dry Grassland,0.66,94.24,5.43,0.34,758.02,1.64
749,Tamarisk Woodland,0.97,33.94,57.22,8.84,758.02,2.41
4776,Salt Meadow/Dry Grassland,5.86,84.75,2.35,12.89,758.17,14.58
4184,Native Riparian Forest,4.76,38.50,12.80,48.70,758.26,11.84
4498,Salt Meadow/Dry Grassland,0.27,81.08,10.28,8.63,758.26,0.67
4889,Salt Meadow/Dry Grassland,1.38,81.95,11.59,6.45,758.43,3.43
282,Tamarisk Woodland,23.64,50.76,46.09,3.14,759.19,58.88
4568,Salt Meadow/Dry Grassland,0.3,77.69,11.45,10.86,759.39,0.75
4567,Salt Meadow/Dry Grassland,0.55,79.16,10.78,10.06,759.7,1.37
4928,Salt Meadow/Dry Grassland,1.07,84.19,13.03,2.79,759.79,2.67
5045,Salt Meadow/Dry Grassland,2.25,88.82,9.29,1.89,759.82,5.61
1190,Tamarisk Woodland,5.19,69.28,26.72,3.99,759.86,12.94
4795,Salt Meadow/Dry Grassland,40.75,96.75,2.12,1.13,760.02,101.61
3109,Wet Native Willow Shrubland,15.07,48.90,44.85,6.25,760.06,37.58
4320,Salt Meadow/Dry Grassland,2.41,92.63,4.09,3.28,760.19,6.01
8022,Mixed Russian Olive-Tamarisk Woodland and Scrub,0.37,34.60,63.14,2.26,760.25,0.92
4064,Native Riparian Forest,3.22,39.18,20.84,39.98,760.47,8.03
5291,Wet Meadow,1.19,87.96,11.48,0.56,760.53,2.97
770,Tamarisk Woodland,0.7,16.68,78.33,4.99,760.56,1.75
4122,Native Riparian Forest,2.42,22.34,7.30,70.37,760.71,6.04
339,Tamarisk Woodland,0.42,42.87,57.02,0.12,760.73,1.05
4231,Native Riparian Forest,4.66,19.38,64.08,16.53,761.32,11.64
6170,Tamarisk Woodland,77.1,83.90,14.09,2.01,761.41,192.6
4172,Native Riparian Forest,10.64,31.45,16.89,51.66,761.45,26.58
3423,Native Riparian Forest,41.74,35.13,13.77,51.10,761.54,104.29
6167,Tamarisk Woodland,40.2,96.23,3.76,0.01,761.6,100.45
5143,Wet Meadow,2.11,84.60,5.54,9.86,761.83,5.27
2541,Dry Native Riparian Shrubland,2.46,67.20,30.01,2.79,761.99,6.15
4611,Salt Meadow/Dry Grassland,0.92,82.41,1.23,16.36,762.04,2.3
729,Tamarisk Woodland,0.45,70.93,15.61,13.46,762.25,1.13
5021,Salt Meadow/Dry Grassland,0.45,90.70,7.37,1.93,762.38,1.13
407,Tamarisk Woodland,1.53,17.12,55.62,27.26,762.41,3.83
5457,Wet Meadow,6.51,93.41,6.59,0.00,762.54,16.29
4864,Salt Meadow/Dry Grassland,1.17,89.70,5.01,5.29,762.56,2.93
4949,Salt Meadow/Dry Grassland,0.6,84.05,5.28,10.67,762.89,1.5
3092,Wet Native Willow Shrubland,3.12,53.44,39.64,6.92,762.94,7.81
6123,Tamarisk Woodland,2.32,74.96,24.92,0.12,763.12,5.81
8,Dry Native Riparian Shrubland,14.25,90.94,9.06,0.00,763.14,35.68
6632,Russian Olive Woodland,3.4,15.80,23.44,60.76,763.4,8.52
4091,Native Riparian Forest,0.3,18.71,5.35,75.94,763.52,0.75
1298,Tamarisk Woodland,8.2,5.42,50.66,43.92,763.81,20.55
891,Wet Meadow,4.93,96.22,3.77,0.01,763.81,12.35
4705,Salt Meadow/Dry Grassland,5.76,90.38,3.09,6.53,763.84,14.43
5010,Salt Meadow/Dry Grassland,2.1,97.10,2.89,0.01,763.85,5.26
1032,Salt Meadow/Dry Grassland,31.4,78.19,18.49,3.32,764.23,78.73
68,Dry Native Riparian Shrubland,6.85,71.87,26.67,1.47,764.43,17.18
580,Dry Native Riparian Shrubland,0.37,85.20,14.80,0.00,764.46,0.93
1022,Salt Meadow/Dry Grassland,19.65,93.71,3.91,2.38,764.96,49.32
4694,Salt Meadow/Dry Grassland,2.88,70.41,7.19,22.40,765.09,7.23
2864,Wet Native Willow Shrubland,0.43,6.93,87.65,5.42,765.22,1.08
705,Tamarisk Woodland,1.08,69.57,30.43,0.00,765.4,2.71
3513,Native Riparian Forest,4.31,46.08,16.36,37.56,765.42,10.82
1210,Tamarisk Woodland,9.87,54.29,28.40,17.31,765.7,24.79
8154,Mixed Russian Olive-Tamarisk Woodland and Scrub,11.67,68.83,19.55,11.62,765.82,29.32
3340,Native Riparian Forest,3.3,57.88,15.15,26.97,765.89,8.29
1146,Tamarisk Woodland,9.41,81.10,17.91,0.99,766.52,23.66
4726,Salt Meadow/Dry Grassland,0.5,95.69,1.42,2.89,766.77,1.26
4826,Salt Meadow/Dry Grassland,2.23,93.89,2.73,3.38,766.78,5.61
1025,Salt Meadow/Dry Grassland,13.69,96.32,3.60,0.08,766.93,34.45
4205,Native Riparian Forest,1.9,43.14,35.04,21.82,766.94,4.78
8013,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.45,60.71,31.18,8.11,767.19,3.65
1341,Tamarisk Woodland,19.68,90.96,8.70,0.34,767.28,49.54
1065,Salt Meadow/Dry Grassland,14.58,89.32,6.59,4.09,767.39,36.71
608,Dry Native Riparian Shrubland,0.59,30.99,59.82,9.19,767.77,1.49
33,Dry Native Riparian Shrubland,15.85,86.85,13.14,0.01,767.93,39.93
162,Salt Meadow/Dry Grassland,0.59,98.37,1.63,0.00,768.46,1.49
2807,Wet Native Willow Shrubland,0.73,34.90,65.04,0.07,768.56,1.84
4504,Salt Meadow/Dry Grassland,0.46,84.74,8.68,6.58,769.43,1.16
1272,Tamarisk Woodland,1.5,21.41,74.75,3.84,769.45,3.79
1343,Tamarisk Woodland,151.75,89.51,10.07,0.42,769.6,383.16
5441,Wet Meadow,26.02,90.70,7.55,1.75,769.69,65.71
4918,Salt Meadow/Dry Grassland,2.03,86.99,11.01,2.01,769.73,5.13
1182,Tamarisk Woodland,47.08,62.52,29.77,7.71,770.12,118.95
3980,Native Riparian Forest,1.23,58.23,8.60,33.17,770.31,3.11
60,Dry Native Riparian Shrubland,1.89,71.15,26.80,2.05,770.52,4.78
300,Tamarisk Woodland,1.7,73.85,22.59,3.56,770.87,4.3
4250,Native Riparian Forest,1.85,14.55,15.64,69.81,770.99,4.68
689,Tamarisk Woodland,0.41,90.63,9.38,0.00,771.02,1.04
6089,Tamarisk Woodland,0.43,22.86,44.73,32.41,771.04,1.09
4486,Salt Meadow/Dry Grassland,0.28,76.65,18.66,4.69,771.16,0.71
8144,Mixed Russian Olive-Tamarisk Woodland and Scrub,1.5,59.97,35.97,4.06,771.5,3.8
1094,Salt Meadow/Dry Grassland,9.48,78.53,21.20,0.27,771.54,24
8164,Mixed Russian Olive-Tamarisk Woodland and Scrub,4.84,21.83,52.69,25.48,771.98,12.26
3964,Native Riparian Forest,3.84,64.63,14.88,20.49,772.05,9.73
1185,Tamarisk Woodland,12.88,69.14,30.29,0.57,772.1,32.63
185,Salt Meadow/Dry Grassland,7.15,84.00,15.93,0.08,772.17,18.11
6112,Tamarisk Woodland,12.18,64.66,29.29,6.05,772.24,30.86
1225,Tamarisk Woodland,11.88,43.82,52.10,4.08,773.4,30.14
642,Salt Meadow/Dry Grassland,0.5,100.00,0.00,0.00,773.44,1.27
4025,Native Riparian Forest,1.36,49.06,7.16,43.78,774.31,3.45
1029,Salt Meadow/Dry Grassland,9.03,92.43,5.58,1.98,774.34,22.94
4129,Native Riparian Forest,7.65,87.44,6.92,5.64,774.36,19.44
4490,Salt Meadow/Dry Grassland,2.91,81.15,12.39,6.47,774.69,7.4
3415,Native Riparian Forest,10.42,27.93,7.62,64.45,774.94,26.49
5046,Salt Meadow/Dry Grassland,0.66,81.96,17.97,0.08,775.12,1.68
6542,Russian Olive Woodland,5.08,24.74,10.52,64.74,775.2,12.92
5305,Wet Meadow,0.5,75.82,7.05,17.13,775.4,1.27
4925,Salt Meadow/Dry Grassland,4.48,85.07,9.27,5.66,775.66,11.4
5474,Wet Meadow,2.17,87.78,5.37,6.84,775.82,5.52
4073,Native Riparian Forest,1.15,3.86,10.02,86.13,775.92,2.93
160,Salt Meadow/Dry Grassland,0.51,97.72,2.28,0.00,776.36,1.3
4827,Salt Meadow/Dry Grassland,0.34,97.80,0.73,1.47,776.38,0.87
75,Dry Native Riparian Shrubland,0.45,49.12,50.77,0.11,776.51,1.15
6124,Tamarisk Woodland,16.43,69.99,29.53,0.49,776.54,41.86
3547,Native Riparian Forest,33.88,39.78,9.92,50.30,776.59,86.32
4963,Salt Meadow/Dry Grassland,2.1,78.54,3.32,18.13,777.16,5.35
1030,Salt Meadow/Dry Grassland,1.51,93.45,1.76,4.78,777.75,3.85
6573,Russian Olive Woodland,1.59,43.67,31.07,25.26,777.87,4.06
3556,Native Riparian Forest,2.76,36.61,5.01,58.37,778.7,7.05
5426,Wet Meadow,0.29,81.76,5.60,12.64,778.72,0.74
2797,Wet Native Willow Shrubland,0.94,31.83,67.67,0.50,778.72,2.4
4236,Native Riparian Forest,4.81,19.13,28.29,52.58,779.1,12.29
1286,Tamarisk Woodland,1.94,1.48,74.95,23.57,779.11,4.96
1195,Tamarisk Woodland,157.48,70.93,20.70,8.37,779.43,402.7
5501,Wet Meadow,27.45,33.03,51.89,15.08,779.95,70.24
4636,Salt Meadow/Dry Grassland,0.39,73.92,18.30,7.77,780.1,1
4588,Salt Meadow/Dry Grassland,1.47,77.34,11.99,10.67,780.52,3.76
1089,Salt Meadow/Dry Grassland,1.12,80.36,13.58,6.06,780.55,2.87
3931,Native Riparian Forest,5.72,71.36,21.14,7.50,780.93,14.66
4049,Native Riparian Forest,3.1,37.44,18.02,44.54,780.94,7.94
1181,Tamarisk Woodland,0.85,72.90,26.49,0.61,780.95,2.18
3981,Native Riparian Forest,7.36,59.04,18.86,22.11,781.5,18.87
3963,Native Riparian Forest,6.45,65.57,18.15,16.28,781.64,16.54
2794,Wet Native Willow Shrubland,2.27,45.93,44.92,9.14,781.66,5.82
925,Dry Native Riparian Shrubland,2.71,65.40,31.84,2.76,782.27,6.96
1220,Tamarisk Woodland,36.74,48.32,47.11,4.57,782.4,94.31
1019,Salt Meadow/Dry Grassland,5.86,92.95,3.97,3.07,782.53,15.04
4502,Salt Meadow/Dry Grassland,0.26,85.60,12.08,2.32,782.72,0.67
203,Salt Meadow/Dry Grassland,9.35,89.18,10.78,0.03,783.13,24.02
3978,Native Riparian Forest,2.13,54.71,11.64,33.65,783.25,5.47
4428,Salt Meadow/Dry Grassland,33.65,86.33,7.49,6.18,783.5,86.5
5049,Salt Meadow/Dry Grassland,1.17,84.10,10.07,5.83,783.61,3.01
3100,Wet Native Willow Shrubland,25.64,56.48,39.83,3.70,783.63,65.92
1331,Tamarisk Woodland,115.71,78.73,18.13,3.14,783.69,297.51
3404,Native Riparian Forest,26.65,31.34,14.46,54.20,783.72,68.52
1097,Wet Meadow,24.42,95.17,4.29,0.54,784.01,62.81
4986,Salt Meadow/Dry Grassland,0.39,71.65,5.56,22.79,784.07,1
4242,Native Riparian Forest,1.55,17.15,23.49,59.37,784.08,3.99
1299,Tamarisk Woodland,44.02,13.77,61.84,24.39,784.09,113.24
390,Tamarisk Woodland,0.28,12.44,85.69,1.87,784.35,0.72
48,Dry Native Riparian Shrubland,1.07,75.59,24.06,0.35,784.45,2.75
1040,Salt Meadow/Dry Grassland,7.54,82.43,11.90,5.67,784.74,19.41
6240,Russian Olive Woodland,2.95,70.98,14.23,14.79,784.95,7.6
1147,Tamarisk Woodland,10.51,77.72,20.74,1.54,784.98,27.07
10024,Dry Native Riparian Shrubland,0.85,34.60,31.90,33.50,785.02,2.19
3874,Native Riparian Forest,0.6,21.89,15.57,62.54,785.27,1.55
4048,Native Riparian Forest,17.48,39.44,19.83,40.73,785.27,45.03
4229,Native Riparian Forest,2.04,21.51,21.50,56.99,785.29,5.26
3512,Native Riparian Forest,1.28,30.72,34.53,34.74,785.33,3.3
5387,Wet Meadow,0.99,89.63,1.27,9.10,785.38,2.55
32,Dry Native Riparian Shrubland,0.59,89.33,10.63,0.04,785.61,1.52
4834,Salt Meadow/Dry Grassland,1.69,93.81,2.01,4.18,785.75,4.36
4126,Native Riparian Forest,12.44,21.25,9.73,69.02,786,32.08
4319,Salt Meadow/Dry Grassland,0.37,98.52,0.94,0.54,786.05,0.95
691,Tamarisk Woodland,0.64,81.97,18.03,0.00,786.53,1.65
3909,Native Riparian Forest,4.55,49.15,23.00,27.85,786.57,11.74
5438,Wet Meadow,17.33,95.17,3.94,0.88,786.62,44.72
6113,Tamarisk Woodland,10.5,65.90,26.15,7.95,786.75,27.1
4327,Salt Meadow/Dry Grassland,1.72,90.96,3.63,5.41,787.14,4.44
221,Salt Meadow/Dry Grassland,0.51,68.63,29.47,1.90,787.64,1.32
989,Native Riparian Forest,4.93,3.32,7.05,89.63,788.25,12.75
4540,Salt Meadow/Dry Grassland,0.31,78.57,12.54,8.89,788.61,0.8
238,Tamarisk Woodland,0.53,93.80,6.20,0.00,788.65,1.37
653,Salt Meadow/Dry Grassland,0.29,87.12,12.88,0.00,788.78,0.75
303,Tamarisk Woodland,0.7,56.46,43.54,0.00,789.91,1.81
